word,freq,is_it_safe,describing_neighborhood
great very parks walkable,1,-1,-1
train take,1,-1,-1
very downtown close great,1,-1,-1
real us winner,1,-1,-1
just harbor steps,1,-1,-1
station center catch close,1,-1,-1
perfect enough action close,1,-1,-1
well coffee start stocked,1,-1,-1
well necessities equipped,1,-1,-1
very quick getting,1,-1,-1
around foot get great,1,-1,-1
pretty transport accessible,1,-1,-1
good minute station walk,1,-1,-1
!night great,1,-1,-1
!it that t close is,1,-1,-1
loud intercourse,1,-1,-1
as you shopping get close,1,-1,-1
safe trains buses are,1,1,-1
loud truck,1,-1,-1
very subway station close,1,-1,-1
really neat opportunities,1,-1,-1
fast orange line away metro,1,-1,-1
her train jump,1,-1,-1
good station distance,1,-1,-1
very residential-,1,-1,-1
insanely awesome,1,-1,-1
!where you eat are,1,-1,-1
!congress heart,1,-1,-1
bars remarkable,1,-1,-1
amazing incredibly campus close,1,-1,-1
!you congress be want,1,-1,-1
very visit central,1,-1,-1
my whole family wedding stay,1,-1,-1
great -it just quick drive town- walk,1,-1,-1
you craziness away get want,1,-1,-1
beach spend,1,-1,-1
significantly cleaner,1,-1,-1
14,1,-1,-1
so greenery pleasant,1,-1,-1
all people,1,-1,-1
their own spaces,1,-1,-1
excellent striking shops distance,1,-1,-1
perfectly meetings convenient,1,-1,-1
very thos convenient,1,-1,-1
morning walk,1,-1,-1
i my son housing settled helped,1,-1,-1
!you congress stay looking,1,-1,-1
i.e. harvard cambridge,1,-1,-1
good very home close network,1,-1,-1
several famous walk spots,1,-1,-1
very peaceful desk breakfast,1,-1,-1
me kayla place so clean was say,1,-1,-1
friends talks,1,-1,-1
which always nice is,1,-1,-1
this amazing,1,-1,-1
so far trails,1,-1,-1
great distance hikes,1,-1,-1
espacially,1,-1,-1
you arrive,1,-1,-1
me work disturbance carry,1,-1,-1
southborough,1,-1,-1
walk beat hard,1,-1,-1
her password,1,-1,-1
incredible food live music,1,-1,-1
what kitchen happens,1,-1,-1
portion central,1,-1,-1
great transportation visits close,1,-1,-1
best accommodation thing,1,-1,-1
great harvard base,1,-1,-1
experiencing,1,-1,-1
space use,1,-1,-1
short bus city walk,1,-1,-1
schedule ideal,1,-1,-1
single uber,1,-1,-1
i´d them stay recommend,1,-1,-1
quick marcos drive,1,-1,-1
downtown outskirts,1,-1,-1
run working class,1,-1,-1
communication was,1,-1,-1
rather strongly,1,-1,-1
fairly long attractions ride,1,-1,-1
short anywhere ride,1,-1,-1
neat boston part,1,-1,-1
your cash,1,-1,-1
stays suitable,1,-1,-1
so convinient,1,-1,-1
nice right station next,1,-1,-1
!pics,1,-1,-1
just visually less i expected welcoming,1,-1,-1
days part,1,-1,-1
station subway,1,-1,-1
extremely line convenient,1,-1,-1
pretty price decent,1,-1,-1
homeless town side,1,-1,-1
which me very safe as well feel made,1,1,-1
its subway walk,1,-1,-1
very boston place close,1,-1,-1
fantastically quiet,1,-1,-1
it so stop close 's great,1,-1,-1
great very parts get easy,1,-1,-1
excellent shopping,1,-1,-1
great restaurants shops,1,-1,-1
quite late night moving,1,-1,-1
so city south,1,-1,-1
very little time,1,-1,-1
!more access convenient,1,-1,-1
local colleges,1,-1,-1
min coffee away walk,1,-1,-1
kathy,1,-1,-1
me very welcome,1,-1,-1
you you are have,1,-1,-1
access fine,1,-1,-1
city bustle,1,-1,-1
nice tho,1,-1,-1
most downtown hang,1,-1,-1
us mit travel,1,-1,-1
very squares near,1,-1,-1
easy universities access,1,-1,-1
great easy avenue access,1,-1,-1
ends curtains,1,-1,-1
quite squares convenient,1,-1,-1
you cambridge get need,1,-1,-1
convenient walking lines distance,1,-1,-1
comfortable size,1,-1,-1
u very well sleep,1,-1,-1
very short walking t distance,1,-1,-1
only taking,1,-1,-1
very convenient easy parking,1,-1,-1
rabbits,1,-1,-1
good snooze,1,-1,-1
you cambridge walk want,1,-1,-1
several bedsits,1,-1,-1
830,1,-1,-1
minutes transportation walk,1,-1,-1
second flat part,1,-1,-1
just minute square away walk,1,-1,-1
springs breweries,1,-1,-1
fairly morning- early,1,-1,-1
we middle check had,1,-1,-1
very squeaky stairs,1,-1,-1
amazing restaurants close,1,-1,-1
!apartment inside good though is,1,-1,-1
!any more restaurants convenient,1,-1,-1
we here marathon were,1,-1,-1
extremely very serene,1,-1,-1
very friendly recommendations host,1,-1,-1
!that walkable,1,-1,-1
soooo awesome,1,-1,-1
columbus,1,-1,-1
especially you use plan,1,-1,-1
so easy boston,1,-1,-1
boston anywhere apartment get,1,-1,-1
you wine go looking,1,-1,-1
starbs,1,-1,-1
wineries all,1,-1,-1
downtown line trip,1,-1,-1
very handful cute,1,-1,-1
still nice being,1,-1,-1
very springs central,1,-1,-1
there rough was,1,-1,-1
kids awesome,1,-1,-1
stone square proper throw,1,-1,-1
beautiful skies as well use,1,-1,-1
room simple was nice,1,-1,-1
very rocky terrain,1,-1,-1
really cozy patio,1,-1,-1
hardware heart,1,-1,-1
square blocos,1,-1,-1
we cruise going,1,-1,-1
fabulous amenities,1,-1,-1
pretty quiet average city noise,1,-1,-1
enough berklee close,1,-1,-1
yet far away we actually vacation were seem enough,1,-1,-1
just beginning,1,-1,-1
great super line convenient,1,-1,-1
solely,1,-1,-1
street theatre block,1,-1,-1
!huge deal,1,-1,-1
walkable some distance,1,-1,-1
us foot visit allowing,1,-1,-1
boston notch,1,-1,-1
our shed back way,1,-1,-1
when fans town came,1,-1,-1
really good place,1,-1,-1
downtown spot,1,-1,-1
it far city away enjoy enough is,1,-1,-1
very harvard suitable,1,-1,-1
fairly residential w/,1,-1,-1
other blocks,1,-1,-1
amenities lacking,1,-1,-1
side built,1,-1,-1
course smaller,1,-1,-1
we restaurants morning walk,1,-1,-1
convenient only boston drive,1,-1,-1
street nearby department,1,-1,-1
even when we taking ended get,1,-1,-1
perfect super centre close,1,-1,-1
entertained keep feeling,1,-1,-1
small corner stores,1,-1,-1
it most walking,1,-1,-1
where we wanted get,1,-1,-1
as helpful,1,-1,-1
you boston travel wish,1,-1,-1
our atx vacation,1,-1,-1
relatively short walk centre ride,1,-1,-1
very pintoresc,1,-1,-1
line close excellent,1,-1,-1
great!wonderful,1,-1,-1
us memory,1,-1,-1
easy acces,1,-1,-1
cat(s,1,-1,-1
why this has,1,-1,-1
torchy tacos super close by,1,-1,-1
good very square close,1,-1,-1
they here book sure,1,-1,-1
!perfect attractions far,1,-1,-1
enough center yet close noise be ideal,1,-1,-1
everything close perfect,1,-1,-1
also uber,1,-1,-1
time ideal,1,-1,-1
awesome so everything walkable,1,-1,-1
fantastic end beautiful is,1,-1,-1
mins yard walk,1,-1,-1
it stays convenient,1,-1,-1
bohemian,1,-1,-1
so event welcoming,1,-1,-1
relatively downtown traffic remote,1,-1,-1
our plantation visits,1,-1,-1
much everything convenient,1,-1,-1
beautiful farm setting,1,-1,-1
little commuters noisy,1,-1,-1
beds bedrooms,1,-1,-1
ma norwell,1,-1,-1
perfect fenway blocks,1,-1,-1
quite responsive hosts,1,-1,-1
my favourite austin part,1,-1,-1
many secret coast delights,1,-1,-1
i thought lovely,1,-1,-1
quick fenway restaurants walk,1,-1,-1
green very central line,1,-1,-1
very lovely hosts,1,-1,-1
game-,1,-1,-1
pretty tight fit,1,-1,-1
near major attractions,1,-1,-1
great very park distance close,1,-1,-1
!when you back late night walk have,1,-1,-1
bathroom as well is,1,-1,-1
we using end expected hillier,1,-1,-1
worries all,1,-1,-1
quiet just short walk,1,-1,-1
so trip perfect,1,-1,-1
centrally all located,1,-1,-1
focus,1,-1,-1
it right airport in is great,1,-1,-1
pickle,1,-1,-1
grab great,1,-1,-1
min campus walk,1,-1,-1
super lot cute,1,-1,-1
you austin offer has experience looking,1,-1,-1
6th walk easy,1,-1,-1
just about anywhere easily get,1,-1,-1
perfect perfect obsession perfect,1,-1,-1
walk shop,1,-1,-1
i quiet looking,1,-1,-1
comfortable feeling,1,-1,-1
ti l fu lake next beau,1,-1,-1
pond street,1,-1,-1
busy one,1,-1,-1
first second bedrooms,1,-1,-1
it quite loud,1,-1,-1
it anywhere you austin want get easy,1,-1,-1
quick 10min portsmouth walk,1,-1,-1
short pleasant portsmouth walk,1,-1,-1
portsmouth distance,1,-1,-1
south town side,1,-1,-1
tiptop,1,-1,-1
great place water,1,-1,-1
wonderful minutes t walk,1,-1,-1
plentiful scooters,1,-1,-1
around bikes,1,-1,-1
sites all very easy seeing,1,-1,-1
sanctuary hiking,1,-1,-1
!luxury,1,-1,-1
safe nice,1,1,-1
us it actually boston live be feel,1,-1,-1
train get easy,1,-1,-1
boston subway bus access,1,-1,-1
airport close be,1,-1,-1
you ear,1,-1,-1
great activities enough -close,1,-1,-1
wonderful spots close,1,-1,-1
supermarket nice,1,-1,-1
!you night disturbed,1,-1,-1
explore pleasant,1,-1,-1
truly amazing is,1,-1,-1
much more reasonable price,1,-1,-1
quick rockport trail walk,1,-1,-1
so new,1,-1,-1
!luxurious,1,-1,-1
visit focus,1,-1,-1
its walking store stand distance,1,-1,-1
me conference walk,1,-1,-1
their phone,1,-1,-1
late walk,1,-1,-1
they kitchen were,1,-1,-1
pretty stay good,1,-1,-1
easy stores travel,1,-1,-1
alone be,1,-1,-1
my coffee,1,-1,-1
yummy everything,1,-1,-1
us favorable,1,-1,-1
en convenient lovely top located,1,-1,-1
my upcoming move,1,-1,-1
wonderful italy options right,1,-1,-1
my austin experience,1,-1,-1
!so loud noises,1,-1,-1
!i made,1,-1,-1
even more pictured beautiful,1,-1,-1
fabulous secluded,1,-1,-1
top one spots,1,-1,-1
lovely protected space,1,-1,-1
perfect so all close,1,-1,-1
just sleep,1,-1,-1
authentic living experience,1,-1,-1
you needed they away were,1,-1,-1
i jogs fit,1,-1,-1
congress lot,1,-1,-1
village shops,1,-1,-1
it super around station get easy,1,-1,-1
events ideal,1,-1,-1
everyone hangout,1,-1,-1
reasonable restaurants distance,1,-1,-1
our lives so easy,1,-1,-1
our items,1,-1,-1
very lane convenient,1,-1,-1
only all time walk,1,-1,-1
playoffs,1,-1,-1
airport right,1,-1,-1
!i call,1,-1,-1
crosswalk,1,-1,-1
it store walk easy,1,-1,-1
springs jump,1,-1,-1
us summer run,1,-1,-1
great campus blocks,1,-1,-1
visiting have,1,-1,-1
very calm nice,1,-1,-1
college everything,1,-1,-1
!especially you boston experience are,1,-1,-1
local subway t,1,-1,-1
marys,1,-1,-1
fenway night,1,-1,-1
great galore charm,1,-1,-1
our trip discover,1,-1,-1
$ 35 hrs,1,-1,-1
our team offsite,1,-1,-1
everything away is fantastic,1,-1,-1
perfec,1,-1,-1
!as easily imagined walkable,1,-1,-1
it job away was,1,-1,-1
.restaurant,1,-1,-1
wide options choice,1,-1,-1
unsympathetic,1,-1,-1
especially it train close is seeing,1,-1,-1
nice irish bars,1,-1,-1
great very waterfront close,1,-1,-1
very eclectic place,1,-1,-1
very multicultural,1,-1,-1
short fest distance,1,-1,-1
incredibly college close,1,-1,-1
someone visit,1,-1,-1
enough enjoy big,1,-1,-1
definitely pad,1,-1,-1
touches happy,1,-1,-1
!more walks perfect,1,-1,-1
banke,1,-1,-1
just short middle walk,1,-1,-1
institute,1,-1,-1
what this worth stay makes,1,-1,-1
your arrival,1,-1,-1
cool eateries,1,-1,-1
it i where boston car be needed get easy,1,-1,-1
easy either walking,1,-1,-1
it really basically walls it rains loud is aware,1,-1,-1
peaceful city retreat,1,-1,-1
me cool polish store only minute away walk find,1,-1,-1
many different restaurants commodities,1,-1,-1
!even we use,1,-1,-1
go approachable,1,-1,-1
exactly station mile,1,-1,-1
little further square walk,1,-1,-1
m'head,1,-1,-1
short school walk,1,-1,-1
lovely bathroom view,1,-1,-1
links distance,1,-1,-1
nice tranquility combo,1,-1,-1
options.c,1,-1,-1
really nice restaurants distance,1,-1,-1
friendly commute,1,-1,-1
too walking consider far,1,-1,-1
perfect salem distance,1,-1,-1
our own,1,-1,-1
fun outside,1,-1,-1
many commute,1,-1,-1
!like,1,-1,-1
!safety worry,1,1,-1
big dogs,1,-1,-1
houses one,1,-1,-1
great downtown get convenient,1,-1,-1
it secluded when it 's feel,1,-1,-1
very sections close,1,-1,-1
!ideal so action close,1,-1,-1
major city attractions,1,-1,-1
good houses lots,1,-1,-1
our tufts visits,1,-1,-1
really walk safe,1,1,-1
sectional sofa,1,-1,-1
understandably outdated,1,-1,-1
you give willing are,1,-1,-1
quite beautiful is,1,-1,-1
relatively cosy,1,-1,-1
us very options knowledgable where eat was,1,-1,-1
very reactive,1,-1,-1
when i get contacted,1,-1,-1
entrance you need described,1,-1,-1
sightseeing terms,1,-1,-1
students mix,1,-1,-1
wonderful room,1,-1,-1
super clean space,1,-1,-1
family good was good,1,-1,-1
we stay using ended,1,-1,-1
convenient t stops,1,-1,-1
downtown transportation navigate,1,-1,-1
me welcome feel,1,-1,-1
fyi heaters,1,-1,-1
charming hull,1,-1,-1
boston far located,1,-1,-1
super house close,1,-1,-1
just it 's,1,-1,-1
separate home ends,1,-1,-1
viewing,1,-1,-1
great very boston convenient,1,-1,-1
regards amazing,1,-1,-1
tlc bit,1,-1,-1
t restaurants nearby close,1,-1,-1
!more station convenient,1,-1,-1
greenery nearby lot,1,-1,-1
quick downtown away drive,1,-1,-1
!beaten--,1,-1,-1
it at all cleaned,1,-1,-1
right ideal,1,-1,-1
short t square walk,1,-1,-1
reasons fantastic,1,-1,-1
it parts walk easy,1,-1,-1
very downtown close be convenient,1,-1,-1
loud morning early be,1,-1,-1
great reach easy,1,-1,-1
great minute st walk,1,-1,-1
just some blocks,1,-1,-1
you mit you like walk,1,-1,-1
short parts walk,1,-1,-1
red line close is,1,-1,-1
my conferences,1,-1,-1
old style,1,-1,-1
you own space relax,1,-1,-1
line shops close,1,-1,-1
easy stations accessible,1,-1,-1
tina main house,1,-1,-1
our party week needed,1,-1,-1
brookline allston,1,-1,-1
short congress away ride,1,-1,-1
uber pick,1,-1,-1
city code,1,-1,-1
most unit issues,1,-1,-1
good walking,1,-1,-1
great train city stops,1,-1,-1
rufus,1,-1,-1
nice exploring,1,-1,-1
it things get easy,1,-1,-1
nightlife downtown,1,-1,-1
campus things,1,-1,-1
especially you airport arrive,1,-1,-1
walking shuttle distance,1,-1,-1
!you going,1,-1,-1
they often congested,1,-1,-1
you springs hand want,1,-1,-1
outback,1,-1,-1
extremely homey,1,-1,-1
less inviting,1,-1,-1
things austin do,1,-1,-1
fantastic really station close,1,-1,-1
very charming boston crowded center,1,-1,-1
great safe quite,1,1,-1
only very short all walk,1,-1,-1
wherever you again go like,1,-1,-1
our vacation better,1,-1,-1
town go,1,-1,-1
as well airport,1,-1,-1
very amenities spacious room,1,-1,-1
kind of find difficult,1,-1,-1
quick exploration base,1,-1,-1
incredibly cost convenient,1,-1,-1
i texas had,1,-1,-1
free way,1,-1,-1
wineries loop,1,-1,-1
finally,1,-1,-1
good stops close,1,-1,-1
our children convenience,1,-1,-1
boardwalk center,1,-1,-1
minutes sites walk enabling,1,-1,-1
first boston visit,1,-1,-1
apartments transition,1,-1,-1
so eclectic,1,-1,-1
it t. far 's,1,-1,-1
!kitchen,1,-1,-1
kinds away,1,-1,-1
it easier,1,-1,-1
i spent,1,-1,-1
pond distance,1,-1,-1
room next,1,-1,-1
lines close being,1,-1,-1
wimberley jacobs minutes min,1,-1,-1
it just downtown away was,1,-1,-1
excellent convenient restaurants access,1,-1,-1
numerous dinner options,1,-1,-1
system minutes,1,-1,-1
walk others park,1,-1,-1
walking commons very central distance,1,-1,-1
one exception,1,-1,-1
!restaurants lots,1,-1,-1
as almost everywhere,1,-1,-1
which it very get easy made,1,-1,-1
min center ride,1,-1,-1
too worth,1,-1,-1
!other it relatively downtown close 's desirable,1,-1,-1
great beach blocks,1,-1,-1
cozy cooked home brunch,1,-1,-1
great kitchen,1,-1,-1
you visit go want,1,-1,-1
famous attractions,1,-1,-1
surprisingly safe,1,1,-1
!too subway far,1,-1,-1
pretty peaceful,1,-1,-1
st. west,1,-1,-1
generally bit quiet,1,-1,-1
only quick drive,1,-1,-1
england midst,1,-1,-1
quiet nice safe,1,1,-1
it apartment walk convenient,1,-1,-1
great mins t walk,1,-1,-1
!uber city great is,1,-1,-1
line 10min away walk,1,-1,-1
event away,1,-1,-1
we expected bigger apartment,1,-1,-1
only rail walk,1,-1,-1
our wars,1,-1,-1
it so experience easy,1,-1,-1
coordinate easy,1,-1,-1
!to it more subway close is bad,1,-1,-1
your already high expectations,1,-1,-1
pictures all,1,-1,-1
quite stylish,1,-1,-1
top distance notch,1,-1,-1
just great perfect,1,-1,-1
elevators 2,1,-1,-1
pretty stop walk,1,-1,-1
just stop next,1,-1,-1
great central transportation spot,1,-1,-1
nice very beach close,1,-1,-1
comfortable spacious apartment,1,-1,-1
colleen,1,-1,-1
!more perfect great boston spot,1,-1,-1
great typical food,1,-1,-1
late flight,1,-1,-1
terminal square blocks,1,-1,-1
restaurants interesting,1,-1,-1
watertown close,1,-1,-1
options located,1,-1,-1
very concert close,1,-1,-1
good pretty boston close,1,-1,-1
their adonis dog,1,-1,-1
i southie visiting,1,-1,-1
you when you austin so lush think expect,1,-1,-1
run go awesome,1,-1,-1
tight it squeeze,1,-1,-1
walking buses distance,1,-1,-1
great walk place,1,-1,-1
you everything away have want,1,-1,-1
!bu distance,1,-1,-1
little spot,1,-1,-1
electric appliance,1,-1,-1
even my daughter team car,1,-1,-1
selection amazing,1,-1,-1
quiet close transportation walk,1,-1,-1
very city head ideal,1,-1,-1
just trees beautiful,1,-1,-1
short congress stroll,1,-1,-1
in walk quiet,1,-1,-1
right next mgh door,1,-1,-1
laws great,1,-1,-1
even noisy ave away is,1,-1,-1
its walking everything distance,1,-1,-1
just about other austin place,1,-1,-1
best central being,1,-1,-1
very easy downtown bus access,1,-1,-1
really rainey shoot quick,1,-1,-1
directly park waves next,1,-1,-1
snow gorgeous,1,-1,-1
idyllic wildlife view,1,-1,-1
spending great,1,-1,-1
park backing,1,-1,-1
there is incredible,1,-1,-1
my friends park married,1,-1,-1
me güero pick,1,-1,-1
about spots drive,1,-1,-1
just we wanted,1,-1,-1
perfect walking park distance,1,-1,-1
rockport corner,1,-1,-1
magical place,1,-1,-1
rockland convenient,1,-1,-1
very connected,1,-1,-1
it important austin very spread is note ’s,1,-1,-1
byob,1,-1,-1
austin finest,1,-1,-1
near beat impossible,1,-1,-1
woods steps,1,-1,-1
belief,1,-1,-1
around which us time plenty day explore allowed get,1,-1,-1
other local spots,1,-1,-1
pond ducks,1,-1,-1
quick breath walk,1,-1,-1
!our thing,1,-1,-1
very enter easy,1,-1,-1
perfect super close,1,-1,-1
your toes,1,-1,-1
nearby offer,1,-1,-1
!distance amenities,1,-1,-1
!modern gentrified,1,-1,-1
downright stupendous,1,-1,-1
good days,1,-1,-1
my long very convenient stay,1,-1,-1
only gloucester minutes,1,-1,-1
perfect boston river flavor,1,-1,-1
stop st,1,-1,-1
perfect launching point,1,-1,-1
just few drive,1,-1,-1
everything proximate,1,-1,-1
upscale hill area,1,-1,-1
our stay truly exceptional,1,-1,-1
homes tons,1,-1,-1
what distance was,1,-1,-1
walking scene st distance,1,-1,-1
close everything ride,1,-1,-1
cafes place,1,-1,-1
safe stubbs walk,1,1,-1
safe transportation,1,-1,-1
ideal just short venues walk,1,-1,-1
close attractions proximity,1,-1,-1
!windows opening help,1,-1,-1
slightly out,1,-1,-1
which quirks here resulted,1,-1,-1
!roxbury description,1,-1,-1
adventures unbeatable,1,-1,-1
immaculate very quiet,1,-1,-1
astoundingly cute,1,-1,-1
!very safe be,1,2,-1
around try,1,-1,-1
diverse residents,1,-1,-1
transition gritty hipster be,1,-1,-1
just park walk,1,-1,-1
also park close,1,-1,-1
room very clean,1,-1,-1
tripped,1,-1,-1
room had toiled,1,-1,-1
pretty bustling,1,-1,-1
!many hotels,1,-1,-1
artsy district,1,-1,-1
deficiencies,1,-1,-1
prime uber,1,-1,-1
jose,1,-1,-1
!tourism,1,-1,-1
even though,1,-1,-1
busy neighborhood,1,-1,-1
heart church,1,-1,-1
i garden concert going,1,-1,-1
just front described,1,-1,-1
very short paradise walk,1,-1,-1
unit so clean,1,-1,-1
really great incredibly safe feels,1,1,-1
dozens walking,1,-1,-1
historic walk,1,-1,-1
great center all leading,1,-1,-1
!literally beat church steps,1,-1,-1
food austin scene,1,-1,-1
its wonderful restaurants,1,-1,-1
harbor walk,1,-1,-1
good close place,1,-1,-1
city immerse,1,-1,-1
literally city everywhere,1,-1,-1
easily maps searchable,1,-1,-1
great first experience,1,-1,-1
transport approach easy,1,-1,-1
shoveling,1,-1,-1
its name,1,-1,-1
several lengthy stop blocks,1,-1,-1
around min,1,-1,-1
nearby sq,1,-1,-1
resting ideal,1,-1,-1
restuarents,1,-1,-1
very nice conveniently restaurants located,1,-1,-1
super parks close,1,-1,-1
excellent path,1,-1,-1
so question responsive,1,-1,-1
questions responsive,1,-1,-1
when boston back,1,-1,-1
perfect very boston closed,1,-1,-1
!easily transportation accessible,1,-1,-1
austin awesome,1,-1,-1
so family close,1,-1,-1
less hectic square being,1,-1,-1
its short station walk,1,-1,-1
we well slept,1,-1,-1
rather parks nice,1,-1,-1
cute cambridge village,1,-1,-1
trail access,1,-1,-1
its only downtown walk,1,-1,-1
selection close,1,-1,-1
wax,1,-1,-1
my groups,1,-1,-1
quick boardwalk walk,1,-1,-1
lowell university,1,-1,-1
homecoming,1,-1,-1
what stood,1,-1,-1
nice t close,1,-1,-1
hill distance top,1,-1,-1
great easy u access,1,-1,-1
airbnb available,1,-1,-1
i here again stay,1,-1,-1
fulfilled,1,-1,-1
place brilliant,1,-1,-1
lovely walks,1,-1,-1
limited supplies amount,1,-1,-1
super drinks accessible,1,-1,-1
pretty construction loud,1,-1,-1
arrangements helpful,1,-1,-1
pretty centralized,1,-1,-1
our commutes extremely easy making,1,-1,-1
very brief walk,1,-1,-1
tons precious,1,-1,-1
needs located,1,-1,-1
package,1,-1,-1
why we there were,1,-1,-1
restaurants picturesque,1,-1,-1
you easily downtown get,1,-1,-1
so life full,1,-1,-1
about less 10 drive,1,-1,-1
most boston parts,1,-1,-1
everyone great,1,-1,-1
am barking,1,-1,-1
place right ut next is,1,-1,-1
almost me everything,1,-1,-1
you hotel were,1,-1,-1
you where when visiting be want,1,-1,-1
!it river far,1,-1,-1
quite distance convenient,1,-1,-1
corner shopping,1,-1,-1
!safety issues,1,1,-1
teas,1,-1,-1
your problem,1,-1,-1
away food walk,1,-1,-1
you many are,1,-1,-1
!she centrally everything located,1,-1,-1
easy sq walk,1,-1,-1
quite there is,1,-1,-1
property walk,1,-1,-1
particularly amazing,1,-1,-1
you airport need,1,-1,-1
logan layovers shuttle walk,1,-1,-1
you lines get do need,1,-1,-1
amenities close away walk,1,-1,-1
we skiing get planned,1,-1,-1
anywhere it so stop close located,1,-1,-1
desert,1,-1,-1
very campus accessible,1,-1,-1
right water next being,1,-1,-1
our last boston trip,1,-1,-1
easy option,1,-1,-1
so when easily book,1,-1,-1
access someone,1,-1,-1
very easy downtown commute,1,-1,-1
beautiful old house,1,-1,-1
cheap rides night cota head downtown,1,-1,-1
lot-,1,-1,-1
!quite nice very t far,1,-1,-1
pretty walk good,1,-1,-1
transit downtown get close,1,-1,-1
too far at t all,1,-1,-1
!short transportation walk,1,-1,-1
life still enough enjoy close being disconnect,1,-1,-1
you away bit get looking,1,-1,-1
shops quaint,1,-1,-1
clean nice all around people,1,-1,-1
anything assist glad,1,-1,-1
real benefit,1,-1,-1
this policy,1,-1,-1
great very markets close,1,-1,-1
perfectly comfortable,1,-1,-1
ideal so pool close being,1,-1,-1
!i mind had,1,-1,-1
points journey distance,1,-1,-1
ton distant,1,-1,-1
place special,1,-1,-1
it tons,1,-1,-1
normal traffic,1,-1,-1
comfortable usable kitchen bedrooms,1,-1,-1
really macy next great,1,-1,-1
very nice comfortable beds,1,-1,-1
super respond quick,1,-1,-1
anytime we had,1,-1,-1
very spacious people apt,1,-1,-1
our stay easy make,1,-1,-1
it restaurants access,1,-1,-1
boston tour,1,-1,-1
super uber easy,1,-1,-1
!cafes walkable,1,-1,-1
privileged,1,-1,-1
3:00am practicing,1,-1,-1
3:00am,1,-1,-1
relaxed weekend,1,-1,-1
someone terrific,1,-1,-1
well lit gas store,1,-1,-1
very close laundromat,1,-1,-1
major universities,1,-1,-1
very convenient things walk,1,-1,-1
quick place drive,1,-1,-1
pond so there swim which was easy walk,1,-1,-1
you you leave do,1,-1,-1
thunderbird close,1,-1,-1
very trip- ideal,1,-1,-1
just transportation perfect,1,-1,-1
it good value,1,-1,-1
really quick boston trip,1,-1,-1
walking bars distances,1,-1,-1
right building next parking,1,-1,-1
you i did visiting,1,-1,-1
you have you navigate have,1,-1,-1
quite transitional,1,-1,-1
my short university visit,1,-1,-1
domain freeway,1,-1,-1
enough boston daytrips peace close,1,-1,-1
exceptional-,1,-1,-1
extremely cozy,1,-1,-1
silver coiled venting,1,-1,-1
last construction stages,1,-1,-1
that someone home closed unsettling was,1,-1,-1
decent traffic amount,1,-1,-1
i days appreciate,1,-1,-1
brewing next,1,-1,-1
other trendy congress spots,1,-1,-1
obviously great,1,-1,-1
handicap,1,-1,-1
last years couple,1,-1,-1
overnight staying,1,-1,-1
like covered entrance,1,-1,-1
drive somewhat,1,-1,-1
it university close was,1,-1,-1
perfect easy shuttle t take walk,1,-1,-1
!dog angel,1,-1,-1
it just garden away minutes,1,-1,-1
i back home 9pm walked,1,-1,-1
really nice close,1,-1,-1
apartment very private feels,1,-1,-1
it really was,1,-1,-1
quite around anything get easy,1,-1,-1
minute he walk,1,-1,-1
full bed,1,-1,-1
about david drive,1,-1,-1
quiet safe beautiful,1,1,-1
really good feel contrast,1,-1,-1
we car traveling,1,-1,-1
enough needs good,1,-1,-1
everything very clean looking,1,-1,-1
!stores far,1,-1,-1
there checkout leave able being,1,-1,-1
us too spot,1,-1,-1
fare,1,-1,-1
nowhere waterfront close,1,-1,-1
great cable couch,1,-1,-1
massive tv,1,-1,-1
2015,1,-1,-1
wonderful folks,1,-1,-1
crazy wave,1,-1,-1
mainly just them around walk hearing,1,-1,-1
so boston central,1,-1,-1
!cars accessible,1,-1,-1
perfect restaurant lots,1,-1,-1
trail next,1,-1,-1
lock am,1,-1,-1
very cold night,1,-1,-1
super 6th close,1,-1,-1
quite nice point good is,1,-1,-1
great eating spots,1,-1,-1
very noisy fans 24/7 going,1,-1,-1
several nice eateries,1,-1,-1
quiet nice touch,1,-1,-1
holes friendly,1,-1,-1
main woods house,1,-1,-1
you worth,1,-1,-1
!best worst,1,-1,-1
trash around lying,1,-1,-1
fantastic very parts close,1,-1,-1
you sped want,1,-1,-1
easily beach walkable,1,-1,-1
opposite house kitchen end,1,-1,-1
!trains noise,1,-1,-1
mit trip,1,-1,-1
meeting prepare,1,-1,-1
impromptu workers meeting,1,-1,-1
pretty around get accessible,1,-1,-1
more anything,1,-1,-1
weymouth,1,-1,-1
very family comfortable,1,-1,-1
great short ride walk,1,-1,-1
doorman secure,1,-1,-1
really us important,1,-1,-1
way middle,1,-1,-1
you airbnb are,1,-1,-1
our backyard,1,-1,-1
it so out be easy,1,-1,-1
excellent accessible,1,-1,-1
even when dark returning,1,-1,-1
converted,1,-1,-1
bad storm,1,-1,-1
his electric bill,1,-1,-1
about franklin walk,1,-1,-1
wonderful restaurants walkable,1,-1,-1
corner close,1,-1,-1
soft warm blanket,1,-1,-1
it super well easily get convenient,1,-1,-1
further fare afield,1,-1,-1
party ready,1,-1,-1
loud animals,1,-1,-1
high bars lots value,1,-1,-1
when we get stepped,1,-1,-1
only fenway walk,1,-1,-1
front security available desk,1,-1,-1
especially many convenient,1,-1,-1
they prefer,1,-1,-1
entire place,1,-1,-1
we understood better,1,-1,-1
only positive all outcomes,1,-1,-1
more animals hold,1,-1,-1
