word,freq,sentiment_category
great plus listing,1,-1
less then min walking beach min walking bus,1,-1
central enough one walk city all max,1,-1
buzz city muted by,1,-1
good shopping distance,1,-1
it inefficient apartment,1,-1
huge elevator,1,-1
their shovel,1,-1
very safe tons,1,-1
you even need,1,-1
cars pass,1,-1
when window,1,-1
need be,1,-1
nearby lowell,1,-1
trade,1,-1
great third bedroom,1,-1
be much warmer,1,-1
!it 's close lines,1,-1
my sleep loud noise morning,1,-1
quiet great get away york days,1,-1
away york,1,-1
literally block shops,1,-1
quite accessible restaurants,1,-1
very convenient away,1,-1
predominantly hispanic,1,-1
jacket,1,-1
it felt,1,-1
excellent boston,1,-1
show bucks,1,-1
you hear anyone replied pretty quick anything,1,-1
just drive away downtown,1,-1
it austin short drive everything,1,-1
!far place,1,-1
excellent easy walking distance transportation,1,-1
full hills,1,-1
so prepared,1,-1
amazing value,1,-1
perfect distance austin family,1,-1
airport really quick communication,1,-1
really quick communication,1,-1
it split airbnbs,1,-1
spacious clean comfortable,1,-1
very economical,1,-1
you looking hang 6th,1,-1
great food it,1,-1
it perfect place us stay,1,-1
perfect nested,1,-1
you walk everything,1,-1
just good round,1,-1
super comfortable place,1,-1
most east side hot spots,1,-1
only problem,1,-1
it fairly easy get austin,1,-1
lot nightlife it,1,-1
ton entrances,1,-1
great just quick uber away st.,1,-1
awesome features,1,-1
super close store,1,-1
detailed,1,-1
tacodeli distance,1,-1
drop deli,1,-1
night away,1,-1
our festival house,1,-1
clean comfortable wonderful place,1,-1
us tour,1,-1
almost anywhere you need go,1,-1
susceptible ins,1,-1
somewhat confusing so,1,-1
fantastic super close food,1,-1
really cute walk around,1,-1
avoid when needed,1,-1
mass amounts towels,1,-1
limited number towels,1,-1
wonderful stay in,1,-1
which is why we were town,1,-1
good families,1,-1
store is street,1,-1
!very excited see,1,-1
really beautiful cool day,1,-1
great beautiful night,1,-1
specially next pool,1,-1
incredibly helpful suggestions,1,-1
really convenient congress,1,-1
easy traveling distance austin,1,-1
super quick responses,1,-1
too far center,1,-1
you choose use be prepared get supplies start,1,-1
!as easily accessible attractions we thought,1,-1
it was very private especially you love,1,-1
we hear occurring house,1,-1
drive town,1,-1
ashton,1,-1
super convenient tons,1,-1
usual haunts,1,-1
more run i expected,1,-1
ai website,1,-1
quite very close everything,1,-1
our daughter austin,1,-1
perfect spot town access,1,-1
middle bastrop,1,-1
come again,1,-1
eat experience city,1,-1
great sxsw right next zach,1,-1
visiting very convenient,1,-1
austin top attractions,1,-1
exactly described was,1,-1
short uber everything,1,-1
!it 's close eateries,1,-1
incredibly well decorated,1,-1
right up fence,1,-1
we roasted,1,-1
get way,1,-1
clean cozy room bathroom,1,-1
notebook room,1,-1
great restaurants side,1,-1
amazing bargain,1,-1
worrisome,1,-1
pleasant accommodations,1,-1
gentrifying we speak,1,-1
lots shops distance,1,-1
district foot,1,-1
as close ut,1,-1
everything store,1,-1
u going be austin,1,-1
more furnishings,1,-1
aesthetics,1,-1
you looking price,1,-1
!you want be next sounds,1,-1
outstanding easy walkability bars,1,-1
hard beat it 's street,1,-1
little balcony,1,-1
door floors lots,1,-1
large enough allow group hang,1,-1
belgian waffles,1,-1
cleaning furniture,1,-1
very well respected,1,-1
stay easy,1,-1
idyllic adventures,1,-1
however super comfortable when you get there,1,-1
!close restaurants walk,1,-1
easily walkable anywhere you want go,1,-1
perfect hundreds,1,-1
your also quick ride st.,1,-1
drink distance too,1,-1
decent experience,1,-1
about ride core,1,-1
just drive stuff,1,-1
close enough drive downtown,1,-1
when you account traffic,1,-1
bunch couches,1,-1
about mile everything,1,-1
!very far drive downtown,1,-1
most it,1,-1
!best kind guests,1,-1
warned,1,-1
muddy car,1,-1
bumby,1,-1
very spacious sights,1,-1
overall great home,1,-1
tremendous group,1,-1
impeccable spots,1,-1
such it is very easy get anywhere austin,1,-1
very good options,1,-1
many choices nearby,1,-1
excellent walking distance park,1,-1
we get everywhere,1,-1
my first trip austin very easy,1,-1
bunch shops up,1,-1
maze signs,1,-1
really pretty awesome,1,-1
nice walking running trails,1,-1
us cook home,1,-1
when i return,1,-1
short walk she,1,-1
very close downtown distance shops,1,-1
anywhere campus,1,-1
texas garage was very helpful,1,-1
ofmtexas austin,1,-1
your primary destination,1,-1
different i expecting,1,-1
when we pulled was,1,-1
it easy get wherever you want,1,-1
quiet country living,1,-1
very clean feel,1,-1
point river,1,-1
large groups travel,1,-1
pantry,1,-1
day lake,1,-1
beautiful ride away airport,1,-1
super cheap rides,1,-1
ridiculously amazing,1,-1
it easy get congress activities,1,-1
many options distance,1,-1
little exploring austin,1,-1
one cleaned themselves,1,-1
it unusable,1,-1
get lot,1,-1
this comfortable retreat,1,-1
action st,1,-1
so incredibly conveniently located lamar,1,-1
when training center,1,-1
wonderful spot family 3 20s,1,-1
true living,1,-1
it was so close 6th,1,-1
rides all,1,-1
next venues,1,-1
it be loud night,1,-1
few blocks spots,1,-1
which helped,1,-1
keeping touch text,1,-1
you need pay parking,1,-1
local residents,1,-1
amazing great,1,-1
very strict policy,1,-1
downtown easily times,1,-1
all festivities especially convenient relation,1,-1
we had folks flying in,1,-1
it very comfortable group,1,-1
outage started beeping,1,-1
we visiting georgetown,1,-1
tips mobility,1,-1
!any better opinion,1,-1
weekend stay,1,-1
very quick uber,1,-1
city springs,1,-1
!direct access trail,1,-1
!you worry,1,-1
back farm,1,-1
incredible easy access car,1,-1
very comfy bed incredible television,1,-1
quiet only drive austin,1,-1
chaos sxsw,1,-1
your bones,1,-1
far out away all,1,-1
we trying go,1,-1
pretty close ride,1,-1
reserve,1,-1
!that far drive,1,-1
close gyms,1,-1
as close,1,-1
great relatively close everything,1,-1
i saw several people walking stay which is always,1,-1
just as nice cost,1,-1
even bigger it looks pictures,1,-1
easy uber anything super close restaurants,1,-1
spectacular price,1,-1
walk able fun,1,-1
great uber downtown,1,-1
close enough shops walk,1,-1
fantastic experience kids,1,-1
all 78704,1,-1
great solace,1,-1
austin 10min,1,-1
lovely!when,1,-1
there are night,1,-1
perfect medium,1,-1
accessible part,1,-1
various opportunities,1,-1
very quick drive center close house,1,-1
great very unique place,1,-1
lyft ride downtown,1,-1
pretty far downtown,1,-1
excellent manageable walking distance bars,1,-1
secure lots,1,-1
great location middle,1,-1
near many cool spots lamar,1,-1
you want walk staples,1,-1
austin i35 so close,1,-1
so many restaurants nearby,1,-1
be close events,1,-1
central rides location,1,-1
perfect base austin,1,-1
convenient part town,1,-1
whenever i had,1,-1
couple spots,1,-1
vomit,1,-1
you get things mins,1,-1
quick uber away austin,1,-1
being so close downtown,1,-1
one favorite beautiful neighborhood,1,-1
!hustle austin,1,-1
10/10 recommend,1,-1
!very relaxing,1,-1
so many cool spots,1,-1
super central things,1,-1
so there were,1,-1
quick walk condo,1,-1
jake,1,-1
busier ones,1,-1
good deal needs,1,-1
our first trip one,1,-1
kinda weird,1,-1
great easy walk bars,1,-1
quick get away,1,-1
large patio,1,-1
it look forward,1,-1
san marcos braunfels,1,-1
you like stay,1,-1
great very close developments,1,-1
vegetation,1,-1
dry clothes,1,-1
super nice definitely check,1,-1
my convention,1,-1
busyness weekend,1,-1
too far heart,1,-1
easy access wimberly,1,-1
awesome communication,1,-1
views apartment,1,-1
food distance,1,-1
relation,1,-1
one favorite food,1,-1
close buzz,1,-1
perfect go austin,1,-1
super convenient it is close highway,1,-1
!quietest typical apartments,1,-1
excellent terms,1,-1
n’t amazing,1,-1
easy jot downtown,1,-1
private entrance room,1,-1
wonderful mins,1,-1
spotless clean,1,-1
stay campus,1,-1
plenty activities,1,-1
half as nice,1,-1
also store,1,-1
completely ok,1,-1
short walk artery,1,-1
shop very close,1,-1
about minute uber downtown,1,-1
difficult find dark signs lit,1,-1
!you expect,1,-1
!when you see,1,-1
so great it is away downtown,1,-1
great little touches,1,-1
it easy get around scooter,1,-1
right outside austin where uber are affordable nightlife,1,-1
quick uber ride away austin,1,-1
us was prompt,1,-1
walkable see,1,-1
bats bridge,1,-1
short drive pool,1,-1
your journey,1,-1
very short cheap ride downtown,1,-1
many companies,1,-1
pleasantly calm,1,-1
close lakes,1,-1
perfect you staying austin,1,-1
perfect mix quiet bars,1,-1
just too perfect,1,-1
nice restaurants you,1,-1
center soco,1,-1
prompt responses,1,-1
easy trips brunch,1,-1
our stay so easy,1,-1
great clean air,1,-1
prime being so close campus,1,-1
amazing scenery,1,-1
surrounding events,1,-1
snacks room,1,-1
park university,1,-1
me feel very secure,1,-1
my meetings capitol,1,-1
distance bar,1,-1
great be able walk spots drives,1,-1
very short drive mins action traffic,1,-1
great everything is close by,1,-1
hiring,1,-1
us uneasy,1,-1
close things as well,1,-1
close drive away attractions,1,-1
reasonable distance events,1,-1
cute clean,1,-1
convenient travels,1,-1
great plenty spots,1,-1
excellent do,1,-1
guests enjoy comfortably,1,-1
weekend full temperatures,1,-1
easy visit city,1,-1
good cup coffee,1,-1
super close access,1,-1
great quality,1,-1
convenient share,1,-1
good suggestions drinks,1,-1
getting enjoy them,1,-1
it feel night,1,-1
so far out,1,-1
quick drive get anywhere you need be,1,-1
scruffy side,1,-1
when it is cooler outside,1,-1
superb value,1,-1
easy get downtown uber,1,-1
safer it definitely be,1,-1
!pretty far away heb,1,-1
airstreams,1,-1
fun park,1,-1
absolutely great right next bar,1,-1
peaceful take,1,-1
drive annoying,1,-1
alot renovation,1,-1
you want go shopping days,1,-1
a do,1,-1
!as happy,1,-1
really well decorated,1,-1
which also added fulness,1,-1
you ’re country yet,1,-1
!as close activities we thought,1,-1
peach,1,-1
nice view hills,1,-1
back lyft,1,-1
awesome amenity,1,-1
quiet time relaxing,1,-1
close enough dt share,1,-1
upstairs neighbors were rowdy some,1,-1
rowdy some,1,-1
my use-,1,-1
very up date,1,-1
just as convenient,1,-1
pretty rough shape,1,-1
close actuon,1,-1
your front door,1,-1
couple fun eateries,1,-1
which you are,1,-1
even better we picturing ahead time,1,-1
getting around restaurants very easy,1,-1
different restaurants,1,-1
little francisco,1,-1
superb minutes,1,-1
happy help needs,1,-1
our own privacy,1,-1
boarding,1,-1
perfect get everything corner,1,-1
communication outstanding,1,-1
look apartments,1,-1
wonderful nice point,1,-1
extra sleeping,1,-1
working perfectly,1,-1
really nicely,1,-1
permanent residents,1,-1
number homes construction,1,-1
old lady,1,-1
!as crowded,1,-1
also quick ride side,1,-1
very good harvard,1,-1
attending old,1,-1
my old tow,1,-1
inside great,1,-1
really good someone,1,-1
!day heat,1,-1
everywhere downtown,1,-1
6 am sunday,1,-1
just block lake,1,-1
easily available,1,-1
complex itself,1,-1
too far response,1,-1
text 24/7,1,-1
great hostess,1,-1
bit time,1,-1
unbearable,1,-1
even shampoo,1,-1
options all around,1,-1
make sure we were all comfortable,1,-1
austin very accessible rideshare,1,-1
little distance highway,1,-1
your heading east highway,1,-1
east view high school,1,-1
unique place,1,-1
great stay boyfriend,1,-1
perfect proximity life,1,-1
pool tub was wonderful,1,-1
great views downtown,1,-1
place went,1,-1
pictures look,1,-1
close much distance,1,-1
our entire group,1,-1
quiet pool,1,-1
pretty good walking distance restaurants,1,-1
fairly cheap ride away plenty,1,-1
bus underground train,1,-1
i looked,1,-1
!jacob,1,-1
open us,1,-1
!far drive at all 6th,1,-1
convenient country,1,-1
as long you bring,1,-1
great just minutes parts,1,-1
stay very relaxing,1,-1
any city,1,-1
very easy pop rental,1,-1
close enough yummy,1,-1
plenty action,1,-1
shade towels,1,-1
greatest feature,1,-1
uncomfortable situation,1,-1
!better very convenient,1,-1
super convenient close action,1,-1
perfect easy get hours,1,-1
only minutes tsu marcos,1,-1
friendly ideal stay,1,-1
it even more amazing,1,-1
great being it 's next restaurants,1,-1
able get rivers,1,-1
it belong,1,-1
be action,1,-1
action zilker,1,-1
one hillsides,1,-1
convenient walkable restaurants,1,-1
perfect right congress,1,-1
fabolous,1,-1
!very strong,1,-1
real possibility,1,-1
where everything is,1,-1
some stops,1,-1
amazing totally walkable,1,-1
relation downtown,1,-1
short walk creek,1,-1
great sampling austin trip,1,-1
breakfast juiceland,1,-1
!as easy find,1,-1
close close bridge,1,-1
awkward navigate,1,-1
high point easy walk square direction,1,-1
just as spectacular,1,-1
quick get uber,1,-1
being just outside austin accessibility,1,-1
very cute dogs,1,-1
togethers etc,1,-1
extremely residential,1,-1
kind amenity,1,-1
great too safe neighborhood,1,-1
experience austin,1,-1
!centrally,1,-1
that entices,1,-1
explore ease,1,-1
thoughtfulness all around,1,-1
you actually see night,1,-1
me get around,1,-1
be ideal situation,1,-1
you get austin easily,1,-1
being st,1,-1
nice shopping,1,-1
anyways,1,-1
you wanting be close city hassle,1,-1
quick uber ride away everything,1,-1
just enough privacy,1,-1
convenient drive about,1,-1
time close ut,1,-1
this ideal spot father when he came visit,1,-1
great lake,1,-1
several venues,1,-1
it was close attractions,1,-1
being close lamar,1,-1
you adjust liking,1,-1
family friendly neighborhood walks,1,-1
when we needed out,1,-1
our training,1,-1
you doing austin,1,-1
walking distance scene,1,-1
convenient entertaining,1,-1
great close breweries,1,-1
several cute animals dogs,1,-1
our guys trip,1,-1
great easy access freeways,1,-1
even candy,1,-1
very cute bars,1,-1
issues trash elevators,1,-1
far enough away serenity,1,-1
quite excellent,1,-1
really quickly,1,-1
questions concerns,1,-1
!really nice issues,1,-1
nearby scooters,1,-1
beautiful city austin,1,-1
house peace,1,-1
away coffee,1,-1
back them,1,-1
central any,1,-1
terrible shape dirty,1,-1
great restaurants cafes,1,-1
it really easy get anywhere,1,-1
convenient as well minutes,1,-1
walk away vibe,1,-1
just right activities,1,-1
trails great shopping,1,-1
our visits marcos,1,-1
extremely walkable bars,1,-1
hands part,1,-1
conveniently located nearby,1,-1
even half as nice,1,-1
making ubering relatively affordable,1,-1
you looking stay campus,1,-1
action soco,1,-1
so close springs,1,-1
super close pool,1,-1
wonderfully quaint,1,-1
exactly described very cozy,1,-1
several great spots,1,-1
depending traffic,1,-1
oldest part city,1,-1
great parking is good house is nice close hwy,1,-1
very unkept cans,1,-1
!conducive family,1,-1
quiet walk around in,1,-1
!safe walk,1,-1
well situated us,1,-1
fantastic walk street,1,-1
perfect away traffic,1,-1
extra care,1,-1
wants,1,-1
our favorite spots austin,1,-1
new complex lots stuff nearby,1,-1
large portion activities,1,-1
our party was quick respond questions,1,-1
really quick responses questions,1,-1
full teens,1,-1
especially pleasant,1,-1
perfect very close strip,1,-1
downtown excellent host,1,-1
which is good you trying get,1,-1
about same,1,-1
perfectly convenientas it was,1,-1
most convenient terminal,1,-1
everything great bars,1,-1
good walk us,1,-1
!very inviting,1,-1
serine,1,-1
further away destination,1,-1
impressive pile cans,1,-1
pretty neat go austin,1,-1
!uncomfortable coming,1,-1
perfect be able uber everywhere cheaply,1,-1
awesome very close bars,1,-1
nice walk around very calm,1,-1
extremely ideal trip,1,-1
very quiet downtown,1,-1
our main priority,1,-1
great attachment,1,-1
spacious backyard,1,-1
relaxing trip,1,-1
little distracting,1,-1
killer- distance,1,-1
adorbs,1,-1
hills wimberley,1,-1
only short trip heart,1,-1
especially there is close,1,-1
great local tips,1,-1
very convenient price,1,-1
awesome sunrise,1,-1
busy old,1,-1
downtown americas quick ride each,1,-1
quick ride each,1,-1
random traffic,1,-1
relation street those,1,-1
quiet nice very close downtown,1,-1
great super clean home,1,-1
room binder,1,-1
lyft street downtown,1,-1
very unassuming outside,1,-1
little bumpy,1,-1
when you get off destination,1,-1
get river,1,-1
nice being right outside lakeway,1,-1
you staying austin do night,1,-1
minutes much part,1,-1
months advance,1,-1
distance rental,1,-1
quick minutes downtown,1,-1
fantastic booking,1,-1
super convenient quick access highway close airport,1,-1
quick run morning,1,-1
growing,1,-1
!too far party,1,-1
very creaky floors,1,-1
!busy at all,1,-1
it so easy get austin,1,-1
it steal itself,1,-1
very close capitol,1,-1
short drive amenities,1,-1
vibrant city,1,-1
pretty much minutes,1,-1
that only costs get downtown,1,-1
sooo good,1,-1
loved worrying charges,1,-1
us olds just visiting,1,-1
convenient close lot,1,-1
clean conveniently located,1,-1
kitchenette fridge,1,-1
heating unit working,1,-1
air bnb so amazing,1,-1
being close domain,1,-1
nearby shopping restaurants austin,1,-1
just weekend lake,1,-1
modern comfortability,1,-1
perfect close distance downtown,1,-1
mins track,1,-1
!fridge,1,-1
beer nice touch,1,-1
very very peaceful,1,-1
you want go campus,1,-1
you expect complex,1,-1
traveling alone feel safer,1,-1
visit go wrong listing,1,-1
place sweet spot visiting game heading acl,1,-1
late weekend,1,-1
!buses run it,1,-1
its drawbacks,1,-1
my family find,1,-1
great property,1,-1
it gem,1,-1
so nice i mind,1,-1
communicator,1,-1
slightly difficult find arrangement,1,-1
walkable park corner,1,-1
close downtown warm,1,-1
going by,1,-1
downtown fares,1,-1
going easy,1,-1
our quick stay austin,1,-1
mins walking distance station,1,-1
amazing honestly,1,-1
so it was very convenient,1,-1
easy ride downtown acl,1,-1
exactly how it seems,1,-1
too many amenities,1,-1
alot options,1,-1
relation job,1,-1
day breweries,1,-1
home history,1,-1
pretty rare,1,-1
reserved spot,1,-1
your waking distance plenty,1,-1
fluffy robes nice touch,1,-1
where you like be,1,-1
which made it extremely convenient,1,-1
near everywhere,1,-1
just steps congress shops,1,-1
i stay there again,1,-1
sure appeal anyone,1,-1
your student,1,-1
complete undergrads,1,-1
depending time,1,-1
about walk drag,1,-1
drive uber,1,-1
thanks beds,1,-1
it lead impression,1,-1
it quick jump highway anywhere you want go,1,-1
!probably,1,-1
!extended lounging,1,-1
wineries breweries,1,-1
stacks garbage,1,-1
right strip,1,-1
our first night austin,1,-1
great night out austin,1,-1
s'mores,1,-1
front swing,1,-1
beds blankets,1,-1
you coming trip,1,-1
austin continues grow,1,-1
good far enough craziness,1,-1
very convenient conveniences,1,-1
so new exterior yet finished yet,1,-1
so convienient everything,1,-1
!you left home,1,-1
explore talking residents,1,-1
was stylish,1,-1
pretty sketch,1,-1
my work campus,1,-1
is expected city,1,-1
be able explore,1,-1
it close rail,1,-1
totally walkable bars,1,-1
shown photos,1,-1
easy ride many,1,-1
wonderful transportation,1,-1
good store beer,1,-1
super quiet which was,1,-1
so many different options nearby,1,-1
extremely convenient conference,1,-1
approx 22min driving georgetown walking square,1,-1
minutes clubs,1,-1
you want somewhere stay possibilities,1,-1
super mellow,1,-1
very close marcos,1,-1
perfect communication,1,-1
walk campus loads,1,-1
great very close truck,1,-1
!matter you looking do,1,-1
extremely close downtown hustle,1,-1
about perfect,1,-1
my quick trip austin,1,-1
interior design,1,-1
excellent very central anyone,1,-1
some nicest,1,-1
naptime,1,-1
enchanting,1,-1
its quiet away traffic close racetrack has offer,1,-1
perfect representative city,1,-1
just we wanted where be austin,1,-1
electricity,1,-1
!amazing pool,1,-1
still giving night located hills,1,-1
very easy get everywhere austin,1,-1
it easy get points,1,-1
local architecture,1,-1
away playground,1,-1
our austin adventures easy,1,-1
considering our office is downtown,1,-1
very resort,1,-1
nice relaxing,1,-1
quick driving access lots,1,-1
quiet calm view patio,1,-1
good capitol,1,-1
!middle city,1,-1
slightly far,1,-1
right next belt,1,-1
we had travel austin,1,-1
our trip truly special,1,-1
very convenient shop,1,-1
unique mix features,1,-1
you trekking austin,1,-1
couple which,1,-1
cooler,1,-1
next city away,1,-1
so great we walk acl,1,-1
delicious restaurants 1st,1,-1
spikey,1,-1
great definitely walkable,1,-1
tremendous access,1,-1
very close dt,1,-1
beautiful people,1,-1
great just short walk drafthouse,1,-1
yet far enough away be,1,-1
fence yard,1,-1
it hidden away area,1,-1
great easy walking distance shores,1,-1
it close attractions,1,-1
cool mix bungalows great,1,-1
many restaurants are walkable,1,-1
!more perfect easy walking austin,1,-1
hours time,1,-1
both late night,1,-1
deserved privacy,1,-1
great just close enough drive everything,1,-1
great asset,1,-1
retreat austin,1,-1
activities restaurants trails are drive,1,-1
convenient area-,1,-1
suburban stretch houses,1,-1
fairly obscure residential area austin,1,-1
fantastic getaway hustle,1,-1
!very quiet issues,1,-1
good cafe store short walk away,1,-1
great centrally located park,1,-1
away business,1,-1
perfect spot anyone,1,-1
very bike,1,-1
away country,1,-1
absolute dream-,1,-1
so many other things,1,-1
much needed change hustle,1,-1
original art,1,-1
perfect oasis conference,1,-1
stomp around mornings,1,-1
this is course,1,-1
great pet,1,-1
very quiet you sit patio,1,-1
day austin,1,-1
kelly warmth,1,-1
pretty slightly hilly,1,-1
close wimberley,1,-1
mobile homes,1,-1
much uniformity,1,-1
our walks,1,-1
incredible right corner all,1,-1
you wanted enjoy outside,1,-1
end patricia,1,-1
!at all minutes bars,1,-1
us walk some,1,-1
!you planning spend apt,1,-1
little loud,1,-1
perfect walking stop,1,-1
re,1,-1
most 6,1,-1
your own silverware,1,-1
local market town,1,-1
equidistant bastrop,1,-1
critical trip,1,-1
very inviting chill alone,1,-1
only steps craziness,1,-1
still close austin,1,-1
really stank,1,-1
pursue,1,-1
being close downtown being,1,-1
easy access place,1,-1
trip fantastic,1,-1
us was easy,1,-1
you looking bbq,1,-1
!just block eats,1,-1
walk away stores,1,-1
be close town,1,-1
amazing minutes walk congress,1,-1
best austin proximity,1,-1
it very close downtown,1,-1
pretty much anywhere austin,1,-1
cool hangouts,1,-1
business city,1,-1
very close it,1,-1
futton,1,-1
!super close bars,1,-1
just minute walk lake,1,-1
dramatically,1,-1
neat lot,1,-1
distance triangle,1,-1
!quite good far sites,1,-1
prefect needs,1,-1
very convienant,1,-1
many the see sites are distance,1,-1
luxury yurt,1,-1
!it 's that you literally see nature,1,-1
it was close lot,1,-1
well situated visits,1,-1
griselda,1,-1
acapulco,1,-1
more than accurate given description,1,-1
very large store,1,-1
great close soco,1,-1
our friends austin,1,-1
very well up,1,-1
walk away restaurants,1,-1
pristine place track,1,-1
driveway be,1,-1
nice short walk restaurants,1,-1
very central dining,1,-1
hip adjacent campus convenient everything,1,-1
this great choice base visiting,1,-1
21st birthday austin,1,-1
beautiful hills texas,1,-1
drive property,1,-1
really close lake,1,-1
imagined,1,-1
min car,1,-1
convenient circuit,1,-1
be loud,1,-1
slow retreat,1,-1
nice distance river,1,-1
street corner street,1,-1
also just short lyft ride away downtown,1,-1
unparalleled value,1,-1
just perfect ride bike,1,-1
available dates,1,-1
st. easy access,1,-1
distances,1,-1
yet far enough commotion follow home,1,-1
great spot just close enough everything,1,-1
nice center,1,-1
blocks areas so walkable all,1,-1
number shopping,1,-1
seattle,1,-1
great nights sleep,1,-1
walking distance eateries,1,-1
really quick respond questions,1,-1
easily accessible campus,1,-1
easy walking access shops,1,-1
quiet close pool,1,-1
very central side,1,-1
really close university,1,-1
open arms,1,-1
our enjoyment,1,-1
even perfect,1,-1
awesome super close stadium,1,-1
very nice clean subdivision,1,-1
distance bars anything,1,-1
!thick things,1,-1
difficult navigate,1,-1
close walks choices,1,-1
weather up,1,-1
we enjoying,1,-1
awesome bar,1,-1
!many restaurants,1,-1
great good eating options distance,1,-1
weekend perfect,1,-1
great walking distance trailers,1,-1
perfect find us,1,-1
iii,1,-1
tripas trancas drinks pizza joint right across,1,-1
shady spot,1,-1
perfectly short commute,1,-1
primo sxsw,1,-1
was superb,1,-1
lines campus,1,-1
triathlon,1,-1
incredible center,1,-1
perfect access ride,1,-1
especially you have go ut,1,-1
also close austin,1,-1
decently bigger expected,1,-1
great music mins bike,1,-1
mins bike,1,-1
great quiet neighbourhood,1,-1
good part day,1,-1
easy enough access bus,1,-1
ride back downtown,1,-1
great good shower,1,-1
!just personal touch lodgings,1,-1
fasten street,1,-1
central transportation downtown,1,-1
really close 6th,1,-1
just far too sketchy be out night,1,-1
my stay bastrop,1,-1
close enough town hop shops needed,1,-1
park pools,1,-1
inexpensive 6 ride,1,-1
completely updated,1,-1
accommodations welcoming me,1,-1
nice months,1,-1
really experience,1,-1
great escape chaos,1,-1
coffee corner,1,-1
central springs,1,-1
mere minute walk downtown,1,-1
coolest little store,1,-1
awesome trip distance,1,-1
super close area restaurants,1,-1
walk apartment,1,-1
great very near town,1,-1
very close jacob,1,-1
just about drive square,1,-1
!too far rest,1,-1
ideal business,1,-1
everything full kitchen,1,-1
great located,1,-1
so close point,1,-1
was complex conditioning,1,-1
amazing walk around in,1,-1
hoboken,1,-1
austin awesome food,1,-1
great relative 6th,1,-1
place unbelievable value,1,-1
really nice close food,1,-1
walking very close downtown,1,-1
just few minutes services restaurants,1,-1
very quick drive attractions,1,-1
fantastic ut,1,-1
!plenty do,1,-1
good too close airport,1,-1
very convenient walking distance lot,1,-1
airbnb fault,1,-1
convenient walking distance handful,1,-1
it feel very private,1,-1
maybe slightly further away things,1,-1
so central minutes walk,1,-1
its attractions,1,-1
perfect beautiful,1,-1
far enough away congestion,1,-1
great minutes austin,1,-1
perfect jumping point trips,1,-1
remote enough silence total relaxation,1,-1
ton fun,1,-1
absolute lots restaurants,1,-1
improve time,1,-1
wealth options,1,-1
easy run visit,1,-1
very memorable party,1,-1
diverse houses,1,-1
it easy get events,1,-1
roughly 5min,1,-1
really good uber downton,1,-1
everywhere worth seeing austin,1,-1
convenient stores distance,1,-1
short drive shopping,1,-1
perfect driving distance all,1,-1
top attractions,1,-1
fantastic very close soco,1,-1
it easy get anywhere we wanted to austin,1,-1
!as safe i expected,1,-1
nice relief city,1,-1
you go walking park,1,-1
there stop corner,1,-1
back all,1,-1
super convenient marina,1,-1
lessons,1,-1
quiet retreat buzz,1,-1
we saw,1,-1
just short walk away bars,1,-1
us easily travel city,1,-1
it was useful have,1,-1
just minutes center,1,-1
few drive downtown,1,-1
too early morning,1,-1
fantastic st. is,1,-1
flexibility,1,-1
which is my family looking,1,-1
peaceful view travis,1,-1
your looking access,1,-1
plenty cookware traveler,1,-1
mins austin car,1,-1
townhouse,1,-1
comfortable space own,1,-1
very convenient sorts,1,-1
terrific walk around,1,-1
few blocks campus,1,-1
!event,1,-1
you looking explore time,1,-1
someone personal belongings,1,-1
relaxing patio,1,-1
much larger we anticipated,1,-1
lot coming,1,-1
bus minutes,1,-1
close me,1,-1
coming life,1,-1
where you need go austin,1,-1
so laidback here,1,-1
great little hangout,1,-1
alittle,1,-1
extremely upset,1,-1
underbrush,1,-1
sm,1,-1
interesting spot austin,1,-1
that 's you,1,-1
increasing,1,-1
abundance renovations,1,-1
it really easy get all,1,-1
!so great gates,1,-1
runners group head house park,1,-1
pretty new loads construction,1,-1
comfortable using,1,-1
sharing austin,1,-1
distance-,1,-1
diners,1,-1
it 's pretty central which makes it easy get part,1,-1
catch get,1,-1
still be close everything,1,-1
be able walk restaurants,1,-1
extremely close everything,1,-1
it comfortable all,1,-1
perfect size 2,1,-1
very close headquarters,1,-1
mile pool,1,-1
ideal drive lake,1,-1
which was great baby,1,-1
!better safe,1,-1
meaning we walk ton,1,-1
really cool style,1,-1
you walk square,1,-1
!nice access,1,-1
welcome restful experience,1,-1
able see glass fogs,1,-1
just pictures show,1,-1
differences,1,-1
!especially sun went,1,-1
super hip w,1,-1
tiny houses,1,-1
!great lot noise,1,-1
dab heart,1,-1
it was corner,1,-1
you walking in,1,-1
short lyft ride anything,1,-1
i love austin,1,-1
better quality life people,1,-1
great really easy access downtown,1,-1
which was nice come back,1,-1
convenient thing,1,-1
which required leave often,1,-1
absolute blessing trip,1,-1
becuase,1,-1
very nice seems,1,-1
great surrounded by congress,1,-1
great loved staying proximity city,1,-1
subject traffic,1,-1
food spots,1,-1
!literally several minutes springs,1,-1
you need go communication,1,-1
rustic craftsmanship,1,-1
very quiet few nice places really enjoyed using being miami,1,-1
using being miami,1,-1
nice trip,1,-1
close black,1,-1
memories days,1,-1
it easy walk town,1,-1
distance parts,1,-1
beat so close center,1,-1
you come,1,-1
short drive away congress,1,-1
very interesting mix,1,-1
prime transport,1,-1
many great restaurants very short drive away,1,-1
quiet going,1,-1
still being close enough get quickly,1,-1
very scenic being close lake,1,-1
